Name,Institution_Paid,Province,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,External_Funding,External_Funding_Partner,Term_Years_Months,title_keywords,Primary_Institute,Research_Categories,Funding_Start,Funding_End,patents
"Campbell, Melanie Crombie W",University of Waterloo (Ontario),Ontario,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Novel non-invasive imaging of amyloid in the retina of the eye as a predictor of amyloid in the brain in Alzheimer's disease,"$406,292",$0,,,3 yrs 0 mth ,"imaging, amyloid, retina","Neurosciences, Mental Health and Addiction",ALZHEIMER'S DISEASE; DISEASES AFFECTING SPEECH/VISION/HEARING; IMAGING; BIOPHYSICS,2016-04-01,2019-03-31,1
"Li, Ren-Ke",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Rescue Electrical Conduction of Heart Scar Tissue to Diminish Cardiac Arrhythmia,"$271,119",$0,,,3 yrs 0 mth ,"Electrical conduction, heart scar tissue, arrhythmia",Circulatory and Respiratory Health,CARDIOLOGY; MYOCARDIAL INFARCTION; CARDIOVASCULAR; HEALTH RESEARCH,2018-04-01,2021-03-31,3
"Yuen, Darren A",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Using magnetic resonance imaging to non-invasively image and quantify kidney fibrosis,"$388,551",$0,,,3 yrs 0 mth ,"magnetic resonance imaging, kidney fibrosis, imaging","Nutrition, Metabolism and Diabetes","GENITO/URINARY SYSTEM; MULTIPLE DISEASE RELEVANCE; RENAL FUNCTION, NEPHROLOGY, UROLOGY; IMAGING",2015-04-01,2018-03-31,3
"Van Veggel, Frank C",University of Victoria (British Columbia),British Columbia,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Antibody-nanoparticle conjugates as molecular imaging agents for solid brain tumour (glioma),"$192,279",$0,,,3 yrs 0 mth ,"antibody, nanoparticle, glioma",,,2011-04-01,2014-03-31,0
"Whyne, Cari M",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Shifting the Paradigm in Home Physiotherapy: Implementation and Implications of Adherence Monitoring with Artificial Intelligence,"$322,322","$25,000",,,3 yrs 0 mth ,"Physiotherapy, Adherence Monitoring, Artificial Intelligence",Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; ETHICS; MUSCLE, BONE, OR JOINT",2019-04-01,2022-03-31,0
"Cashman, Neil R",University of British Columbia,British Columbia,Operating Grant: Industry-partnered Collaborative Research,201503IPR,Industry Partnered Collaborative Research,A Defined Abeta Oligomer Epitope: Theranostic Applications,"$419,232",$0,,,3 yrs 0 mth ,"Abeta, Oligomer, Epitope",Aging,ALZHEIMER'S DISEASE; AGING; DRUG RESEARCH; NERVOUS SYSTEM,2015-10-01,2018-09-30,15
"Takahata, Kenichi",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Intelligent Ureteral Stent System for Prevention of Renal Damage,"$326,860","$3,750",,,3 yrs 0 mth ,"Ureteral stent, Renal damage, Prevention",Infection and Immunity,"GENITO/URINARY SYSTEM; CANCER THERAPY GENERAL; RENAL FUNCTION, NEPHROLOGY, UROLOGY",2018-04-01,2021-03-31,0
"Ladak, Hanif M",Western University (Ontario),Ontario,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Mastoidectomy Simulator for Surgical Training and Rehearsal,"$186,200",$0,,,3 yrs 0 mth ,"Mastoidectomy, Simulator, Surgical","Neurosciences, Mental Health and Addiction",HEALTH CARE DELIVERY; DEAFNESS; IMAGING; HEARING,2017-04-01,2020-03-31,0
"Cete, Daniel",Universite Laval,Quebec,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Sensing and modulating neuronal activity from the spinal epidural space with optical fibers,"$357,982",$0,,,3 yrs 0 mth ,"neuronal activity, optical fibers, epidural space","Neurosciences, Mental Health and Addiction",SPINAL CORD DISEASE; MUSCULO SKELETAL; NERVOUS SYSTEM,2014-04-01,2017-03-31,0
"Purdie, Thomas G",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Advancing Personalized Cancer Care with an Automated Radiomics-Based Radiation Therapy Method,"$276,283",$0,,,3 yrs 0 mth ,"Radiomics, Radiation Therapy, Cancer",Cancer Research,CANCER THERAPY GENERAL; CANCER; BIOPHYSICS,2017-04-01,2020-03-31,1
"Johnson, James A",Western University (Ontario),Ontario,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a Virtual Training Simulator to Model Shoulder Replacement Surgery,"$253,000",$0,,,3 yrs 0 mth ,"Virtual, Simulator, Shoulder",Musculoskeletal Health and Arthritis,MUSCULO SKELETAL,2014-04-01,2017-03-31,0
"Abbasi Nejad Enger, Shirin",McGill University,Quebec,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a non-invasive positron detector to measure the arterial input function for pharmacokinetic modelling in dynamic positron emission tomography imaging,"$1,214,556","$89,250",,,3 yrs 0 mth ,"positron, detector, imaging",Cancer Research,MULTIDISCIPLINARY; CANCER THERAPY GENERAL; IMAGING; CANCER,2020-04-01,2023-03-31,0
"Raha, Sandeep",McMaster University,Ontario,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Placenta on a chip: A humanized platform for testing of pharmaceuticals and environmental chemicals,"$281,306","$12,500",,,3 yrs 0 mth ,"placenta, chip, pharmaceuticals","Human Development, Child and Youth Health",ENVIRONMENTAL INFLUENCES ON HEALTH; PREGNANCY/BIRTH; REPRODUCTION/PREGNANCY,2018-04-01,2021-03-31,0
"Miller, Donald W",University of Manitoba,Manitoba,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Development and clinical assessment of novel biomarker drugs targeting SSAT1 for detection and therapeutic monitoring of glioblastoma,"$405,529","$5,232",,,3 yrs 0 mth ,"biomarker, SSAT1, glioblastoma",Cancer Research,BRAIN TUMORS (INCL. RETINAL TUMORS); BRAIN TUMORS THERAPY; CANCER; NERVOUS SYSTEM,2019-04-01,2022-03-31,1
"El-Geneidy, Ahmed",McGill University,Quebec,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,"Impacts of the new Reseau Express Metropolitain (REM) on mobility, health and equity: A pre-post intervention study","$650,504","$22,000",,,3 yrs 0 mth ,"Reseau Express Metropolitain, mobility, health",Population and Public Health,ENVIRONMENTAL INFLUENCES ON HEALTH; DETERMINANTS OF HEALTH; HEALTH RESEARCH,2020-04-01,2023-03-31,0
"Rohling, Robert N",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Quantitative ultrasound for detecting abnormalities of the placenta,"$240,861",$0,,,3 yrs 0 mth ,"ultrasound, placenta, abnormalities","Human Development, Child and Youth Health",PREGNANCY/BIRTH; IMAGING; REPRODUCTION/PREGNANCY,2016-04-01,2019-03-31,0
"Reisner, Walter W",McGill University,Quebec,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Nanofluidic Wet-Cell for Genomic Analysis of Single Circulating Tumor Cells via Electron Microscopy,"$358,467",$0,,,3 yrs 0 mth ,"Nanofluidic, Genomic Analysis, Tumor Cells",Cancer Research,MULTIPLE DISEASE RELEVANCE; MULTIDISCIPLINARY; GENETICS; BIOPHYSICS,2015-04-01,2018-03-31,1
"Gaillet, Bruno",Universite Laval,Quebec,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,elaboration d'un procede de production de cellules therapeutiques autologues destine au traitement de la Dystrophie musculaire de Duchenne,"$225,592",$0,,,3 yrs 0 mth ,"cellules, autologues, dystrophie",Musculoskeletal Health and Arthritis,"MULTIDISCIPLINARY; MUSCULAR DYSTROPHY; MUSCLE, BONE, OR JOINT; HEALTH RESEARCH",2014-04-01,2017-03-31,0
"Capretta, Alfredo A",McMaster University,Ontario,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Overcoming Antibiotic Resistance Through the Inhibition of Aminoglycoside Phosphotransferases (APH).,"$338,199",$0,,,3 yrs 0 mth ,"Antibiotic resistance, Aminoglycoside, Phosphotransferases",Infection and Immunity,INFECTIOUS AND PARASITIC; DRUG RESEARCH; BIOCHEMISTRY,2013-04-01,2016-03-31,0
"Shin, Jumi",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Nanoparticle-based anti-Myc cancer therapeutics,"$448,040",$0,,,3 yrs 0 mth ,"Nanoparticle, cancer, therapeutics",Cancer Research,CANCER THERAPY GENERAL; MULTIDISCIPLINARY; DRUG RESEARCH; CANCER,2014-04-01,2017-03-31,0
"Jakeman, David L",Dalhousie University (Nova Scotia),Nova Scotia,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,"Structural, enzymatic and cellular mechanism of action studies on new jadomycins","$241,600",$0,,,3 yrs 0 mth ,"structural, enzymatic, cellular",Unable to allocate,NONE OF THE ABOVE; NOT CLASSIFIED,2010-04-01,2013-03-31,0
"Macaulay, Calum E",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Real-Time In Vivo Oral Pathology for Clinical Decision Making,"$289,499",$0,,,3 yrs 0 mth ,"Real-Time, In Vivo, Oral Pathology",Cancer Research,IMAGING; CANCER,2014-04-01,2017-03-31,2
"Cullis, Pieter R",University of British Columbia,British Columbia,Operating Grant: Industry-partnered Collaborative Research,201203IPR,Industry Partnered Collaborative Research,Design of Lipid Nanoparticle Systems for the Systemic Delivery of siRNA,"$700,000",$0,,,5 yrs 0 mth ,"Lipid Nanoparticle, siRNA, Delivery",Cancer Research,CANCER THERAPY GENERAL; DRUG RESEARCH; BIOCHEMISTRY,2012-10-01,2013-01-31,17
"Klein, Raymond M",Dalhousie University (Nova Scotia),Nova Scotia,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Novel technologies for cognitive repair,"$212,735",$0,,,3 yrs 0 mth ,cognitive repair,,,2011-04-01,2014-03-31,0
"Abolmaesumi, Purang",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Next Generation Micro-ultrasound Technology for Detection and Monitoring of Prostate Cancer,"$279,550",$0,,,3 yrs 0 mth ,"Micro-ultrasound, Prostate Cancer, Detection",Cancer Research,PROSTATE AND BLADDER CANCER; CANCER; IMAGING,2020-04-01,2023-03-31,1
"Lesage, Frederic",Polytechnique Montreal,Quebec,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Improving the identification of retinal biomarkers of Alzheimer disease in vivo,"$237,423","$22,613",,,3 yrs 0 mth ,"retinal biomarkers, Alzheimer, in vivo",Aging,ALZHEIMER'S DISEASE; AGING; IMAGING,2018-04-01,2021-03-31,0
"Ma, Hongshen",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Microfluidic enrichment of circulating tumor cells,"$253,983",$0,,,3 yrs 0 mth ,"microfluidic, circulating tumor cells, enrichment",,,2011-04-01,2014-03-31,2
"Macaulay, Calum E",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Co-Registered Autofluorescence and OCT Imaging of the Airways,"$197,637",$0,,,3 yrs 0 mth ,"Autofluorescence, OCT, Airways",,,2011-04-01,2014-03-31,2
"Karsan, Aly",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Development of an automated end-to-end next generation sequencing assay to detect all classes of genetic variant in a single diagnostic test,"$453,152",$0,,,3 yrs 0 mth ,"automated, sequencing, genetic variant",Cancer Research,"NEOPLASMS; HEALTH CARE DELIVERY; CANCER; GENOMICS, PROTEOMICS, AND BIOINFORMATICS",2016-04-01,2019-03-31,0
"Dellaire, Graham P",Dalhousie University (Nova Scotia),Nova Scotia,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Using the zebrafish as a pre-clinical animal tumour model for drug discovery and the evaluation of anti-leukemia agents,"$400,001",$0,,,3 yrs 0 mth ,"zebrafish, tumour model, anti-leukemia",,,2012-04-01,2015-03-31,0
"Musselman, Kristin E",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,"Development and validation of a clinically feasible, novel therapy for improving standing balance and reducing falls","$297,385","$4,064",,,3 yrs 0 mth ,"standing balance, fall prevention, clinical validation","Neurosciences, Mental Health and Addiction","SPINAL CORD DISEASE; STROKE, HEART FAILURE; HEALTH RESEARCH; NERVOUS SYSTEM",2020-04-01,2023-03-31,0
"Lubell, William D",Universite de Montreal,Quebec,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Targeting the interleukin-1 receptor for treating ischemic eye diseases,"$375,507",$0,,,3 yrs 0 mth ,"interleukin-1 receptor, ischemic eye",Aging,DISEASES AFFECTING SPEECH/VISION/HEARING; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; AGING; DRUG RESEARCH,2016-04-01,2019-03-31,1
"Graham, Thomas C","Queen's University (Kingston, Ontario)",Ontario,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,CP Cycle to Fun,"$292,989",$0,,,3 yrs 0 mth ,"CP, Cycle, Fun",,,2012-04-01,2015-03-31,0
"Liu, Peter P",Ottawa Heart Institute Research Corporation (Ontario),Ontario,Operating Grant: Industry-partnered Collaborative Research,201509IPR,Industry Partnered Collaborative Research,Developing Novel Therapeutic Targets for Heart Failure,"$525,000",$0,,,5 yrs 0 mth ,"Therapeutic targets, Heart failure",Circulatory and Respiratory Health,"STROKE, HEART FAILURE; CARDIOLOGY; CARDIOVASCULAR; AGING",2016-04-01,2021-03-31,13
"Miller, Donald W",University of Manitoba,Manitoba,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Development of Magnetic Nanoparticles to Breakthrough the Blood-Brain Barrier,"$440,666",$0,,,3 yrs 0 mth ,"Magnetic Nanoparticles, Blood-Brain Barrier","Neurosciences, Mental Health and Addiction",DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; BRAIN TUMORS THERAPY; DRUG RESEARCH; NERVOUS SYSTEM,2013-04-01,2016-03-31,2
"McCulloch, Christopher A",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Screening Assay for Inhibition of Cancer Cell Invasion,"$354,383",$0,,,3 yrs 0 mth ,"Cancer, Cell Invasion, Assay",Cancer Research,CANCER THERAPY GENERAL; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; CELL BIOLOGY; CANCER,2015-04-01,2018-03-31,0
"Harrigan, Richard P",University of British Columbia,British Columbia,Operating Grant: Industry-partnered Collaborative Research - Rx&D partner,200903IRO,Industry Partnered Collaborative Research,HIV Drug Resistance: Transitioning to New Sequencing Technologies,"$63,000",$0,,,1 yr 6 mths ,"HIV, sequencing, resistance",Infection and Immunity,"AIDS; EPIDEMIOLOGY; VIROLOGY; GENOMICS, PROTEOMICS, AND BIOINFORMATICS",2009-10-01,2011-03-31,1
"Lubell, William D",Universite de Montreal,Quebec,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Azacyclopeptide Modulators of Immuno-metabolism to Treat Age-Related Macular Degeneration,"$403,623","$48,053",,,3 yrs 0 mth ,"Azacyclopeptide, Immuno-metabolism, Macular Degeneration",Aging,AGING; NONE OF THE ABOVE; DRUG RESEARCH,2019-04-01,2022-03-31,0
