Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,External_Funding,External_Funding_Partner,Term_Years_Months
"Li, Shun-Cheng S",Western University (Ontario),Ontario,Project Grant,201809PJT,Cancer Biology & Therapeutics,Novel anticancer immunotherapy targeting the molecular mechanisms of T cell suppression by immune checkpoints,"$956,250",$0,,,5 yrs 0 mth 
"Lockwood, William W",University of British Columbia,British Columbia,Project Grant,202104PJT,Cancer Biology & Therapeutics 2,Understanding the effects of ERK hyperactivation in cancer: implications for therapy,"$956,250",$0,,,5 yrs 0 mth 
"Moffat, Jason",University of Toronto,Ontario,Project Grant,202003PJT,Cancer Biology & Therapeutics,Identifying cancer intrinsic immune evasion mechanism for target discovery,"$956,250",$0,,,5 yrs 0 mth 
"Poirier, Guy G",Université Laval,Quebec,Project Grant,201903PJT,Cancer Biology & Therapeutics,"Poly(ADP-ribose) writers, readers, and erasers: Functions in DNA double-strand break repair and synthetic lethality.","$956,250",$0,,,5 yrs 0 mth 
"Rafei, Moutih",Université de Montréal,Quebec,Project Grant,202209PJT,Cancer Biology & Therapeutics,Immunoproteasome-expressing mesenchymal stromal cells: a new tool for cancer vaccination,"$956,250",$0,,,5 yrs 0 mth 
"Rak, Janusz",Research Institute of the McGill University Health Centre,Quebec,Project Grant,202203PJT,Cancer Progression & Therapeutics,Targeting exosomal mediators of vascular pathology in glioblastoma,"$956,250",$0,,,5 yrs 0 mth 
"Rottapel, Robert K",University Health Network (Toronto),Ontario,Project Grant,202403PJT,Cancer Biology & Therapeutics,Nonsense Mediated RNA Decay Shapes the Expressed Transcriptome Required for Ovarian Cancer Progression,"$956,250",$0,,,5 yrs 0 mth 
"Shahriari, Dena",University of British Columbia,British Columbia,Project Grant,202309PJT,Biomedical Engineering 2,Optogenetic stimulation after spinal cord injury in rodents,"$956,250",$0,,,5 yrs 0 mth 
"Sharif, Tanveer",University of Manitoba,Manitoba,Project Grant,202109PJT,Cancer Biology & Therapeutics 2,Taking down the 'undruggable' oncogene: therapeutic implications for novel mechanism-based targeting of MYC,"$956,250",$0,,,5 yrs 0 mth 
"Sorensen, Poul H",University of British Columbia,British Columbia,Project Grant,202309PJT,Cancer Biology & Therapeutics 2,Targeting metabolic vulnerabilities in childhood cancers using immunotherapy,"$956,250",$0,,,5 yrs 0 mth 
"Tabori, Uri",Hospital for Sick Children (Toronto),Ontario,Project Grant,201709PJT,Cancer Progression & Therapeutics 2,Biological and translational implications of replication repair deficiency and hypermutation in human cancer,"$956,250",$0,,,5 yrs 0 mth 
"Veillette, André",Institut de recherches cliniques de Montréal,Quebec,Project Grant,202104PJT,Cancer Biology & Therapeutics,Targeting inhibitory immune checkpoints in macrophages for anti-cancer therapy,"$956,250",$0,,,5 yrs 0 mth 
"Veillette, André",Institut de recherches cliniques de Montréal,Quebec,Project Grant,202203PJT,Cancer Biology & Therapeutics,SLAMF7 in innate immune cells and anti-cancer immunotherapy,"$956,250",$0,,,5 yrs 0 mth 
"Vitkin, I. Alex",University Health Network (Toronto),Ontario,Project Grant,202010PJT,Medical Physics & Imaging,Shedding light on SBRT: functional optical coherence tomography and MR imaging for in vivo monitoring of high-dose few-fractions radiotherapy of pancreatic cancer,"$956,250",$0,,,5 yrs 0 mth 
"Wang, Yuzhuo",University of British Columbia,British Columbia,Project Grant,201809PJT,Cancer Biology & Therapeutics 2,Function and therapeutic potential of SUV420H2 in neuroendocrine prostate cancer,"$956,250",$0,,,5 yrs 0 mth 
"Yang, Xiaolong","Queen's University (Kingston, Ontario)",Ontario,Project Grant,202209PJT,Cancer Progression & Therapeutics 2,Investigating the PTK-Hippo axis in breast cancer metastasis,"$956,250",$0,,,5 yrs 0 mth 
"Zacksenhaus, Eldad",University Health Network (Toronto),Ontario,Project Grant,202104PJT,Cancer Progression & Therapeutics,New mouse models and targeted therapies for aggressive forms of germline and sporadic pineoblastoma,"$956,250",$0,,,5 yrs 0 mth 
"Beauregard, Jean-Mathieu; Després, Philippe; Rahmim, Arman; Uribe, Carlos F",Université Laval,Quebec,Project Grant,202109PJT,Medical Physics & Imaging,Towards Personalized Dosimetry-Based Radioligand Therapy of Prostate Cancer as a New Standard of Practice,"$960,075",$0,,,5 yrs 0 mth 
"Flynn, Lauren E; Amsden, Brian G",Western University (Ontario),Ontario,Project Grant,202409PJT,Biomedical Engineering,Delivery of induced pluripotent stem cells in cell-instructive composite hydrogels for nucleus pulposus regeneration,"$960,075",$0,,,5 yrs 0 mth 
"O'Brien, Catherine A",University Health Network (Toronto),Ontario,Project Grant,202010PJT,Cancer Progression & Therapeutics,Molecular drivers of the drug tolerant persister state in patient-derived colorectal cancer models,"$960,075",$0,,,5 yrs 0 mth 
"Burnier, Julia",Research Institute of the McGill University Health Centre,Quebec,Project Grant,202303PJT,Cancer Progression & Therapeutics,Modelling cancer cell-derived extracellular vesicles using synthetic nanoparticles,"$960,076",$0,,,5 yrs 0 mth 
"Boyd, Steven K",University of Calgary,Alberta,Project Grant,202104PJT,Medical Physics & Imaging,Predicting fragility fractures by non-invasive high-resolution imaging and advanced morphometrics,"$963,900",$0,,,5 yrs 0 mth 
"Price, Eric W; Geyer, Clarence R",University of Saskatchewan,Saskatchewan,Project Grant,202303PJT,Medical Physics & Imaging,"Tumor targeted, radiolabeled, mimetic nanovesicle theranostics for imaging and treating head and neck cancer","$963,900",$0,,,5 yrs 0 mth 
"Roskelley, Calvin D; McNagny, Kelly M",University of British Columbia,British Columbia,Project Grant,201903PJT,Cancer Biology & Therapeutics 2,Targeting ovarian carcinoma using the cell surface glycoprotein podocalyxin.,"$963,900",$0,,,5 yrs 0 mth 
"Shakiba, Nika; Goyal, Sidhartha",University of British Columbia,British Columbia,Project Grant,202203PJT,Biomedical Engineering 2,A bioengineering platform to promote safe cell therapies,"$963,900",$0,,,5 yrs 0 mth 
"Whyne, Cari M; Yee, Albert J","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Project Grant,201709PJT,Biomedical Engineering,Treatment induced changes to bone quality: Impact on the skeletal stability of the metastatic spine,"$966,960",$0,,,4 yrs 0 mth 
"Labbé, David",Research Institute of the McGill University Health Centre,Quebec,Project Grant,201809PJT,Cancer Biology & Therapeutics 2,Molecular basis to diet-dependent chromatin dependencies in prostate cancer,"$967,725",$0,,,5 yrs 0 mth 
"Mossman, Karen L",McMaster University,Ontario,Project Grant,202409PJT,Cancer Biology & Therapeutics,Systemic administration of oncolytic BHV-1 to target multiple cancer indications and the role of therapy-induced immunity.,"$967,725",$0,,,5 yrs 0 mth 
"Dong, Xuesen",University of British Columbia,British Columbia,Project Grant,202403PJT,Cancer Progression & Therapeutics,Lin28b as a therapeutic target for prostate cancer progression,"$967,726",$0,,,5 yrs 0 mth 
"Huang, Annie",Hospital for Sick Children (Toronto),Ontario,Project Grant,202104PJT,Cancer Progression & Therapeutics,Delineating mechanisms of cellular and phenotypic heterogeneity in ETMRs,"$967,726",$0,,,5 yrs 0 mth 
"Richard, Stéphane",CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Jewish General,Quebec,Operating Grant,201309MOP,Cancer Biology & Therapeutics,Defining the role of protein arginine methyltransferases (PRMTs) and RGG/RG motifs in cancer and in the maintenance of genomic stability.,"$967,960",$0,,,5 yrs 0 mth 
"Keshavjee, Shaf",University Health Network (Toronto),Ontario,Operating Grant: COVID-19 - Diagnostics,202002OV1,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,Reducing the Health Care Resource Burden from COVID-19 (SARS-CoV-2): Rapid Diagnostics to Risk-Stratify for Severity of Illness,"$970,702",$0,,,2 yrs 0 mth 
"Schultz, Kirk R",University of British Columbia,British Columbia,Operating Grant,200903MOP,Cancer Progression & Therapeutics,Biomarkers for Chronic Graft-Versus-Host disease,"$972,275",$0,,,5 yrs 0 mth 
"Gallinger, Steven","Ontario Institute for Cancer Research (Toronto, Ontario)",Ontario,Project Grant,202109PJT,Cancer Progression & Therapeutics,Patient derived organoids as a platform for inferring treatment response in pancreatic cancer patients,"$975,375",$0,,,5 yrs 0 mth 
"Luong, Christina; Abolmaesumi, Purang; Tsang, Teresa S",University of British Columbia,British Columbia,Project Grant,202409PJT,Medical Physics & Imaging,High-precision Echo Assessment and Risk Triage of heart failure using Artificial Intelligence (HEART-AI),"$975,375",$0,,,5 yrs 0 mth 
"Singh, Sheila K",McMaster University,Ontario,Project Grant,202409PJT,Cancer Progression & Therapeutics 2,Targeting BACE1 for the prevention and treatment of Brain metastases,"$975,375",$0,,,5 yrs 0 mth 
"Stefanovic, Bojana; Mclaurin, Joanne; Sled, John G","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Project Grant,202309PJT,Medical Physics & Imaging,Imaging metrics of neuronal stochasticity and brain resilience,"$975,375",$0,,,5 yrs 0 mth 
"Ursini-Siegel, Giuseppina",CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Jewish General,Quebec,Project Grant,201909PJT,Cancer Biology & Therapeutics,Understanding how oxidative stress influences tumor evolution via metabolic reprogramming,"$975,375",$0,,,5 yrs 0 mth 
"Koti, Madhuri","Queen's University (Kingston, Ontario)",Ontario,Project Grant,202403PJT,Cancer Progression & Therapeutics 2,Targeting B cell exhaustion in BCG non-responsive bladder cancer,"$975,376",$0,,,5 yrs 0 mth 
"McCoy, Kathy",University of Calgary,Alberta,Project Grant,202104PJT,Cancer Biology & Therapeutics,Determining the impact of inosine-producing microbes in promoting the efficacy and modulating toxicity of immune checkpoint blockade therapy in cancer.,"$975,376",$0,,,5 yrs 0 mth 
"Lees-Miller, Susan P",University of Calgary,Alberta,Operating Grant,201203MOP,Cancer Biology & Therapeutics,"Regulation of PNKP and XRCC4 in non-homologous end-joining by dynamic, reversible protein phosphorylation.","$978,301",$0,,,5 yrs 0 mth 
"Durocher, Daniel",Sinai Health System (Toronto),Ontario,Operating Grant,201309MOP,Cancer Biology & Therapeutics,Understanding DNA repair pathway choice control.,"$978,785",$0,,,5 yrs 0 mth 
"Bennewith, Kevin L",University of British Columbia,British Columbia,Project Grant,202104PJT,Cancer Biology & Therapeutics 2,Targeting cancer-associated fibroblasts and tumour hypoxia with angiotensin II receptor blockers,"$979,200",$0,,,5 yrs 0 mth 
"Dunn, Jeff F",University of Calgary,Alberta,Project Grant,202403PJT,Medical Physics & Imaging,Non-invasive near-infrared spectroscopic measures of brain oxygenation and function--a potential biomarker of disease severity and progression in Multiple Sclerosis,"$979,200",$0,,,5 yrs 0 mth 
"Olson, Michael F",Toronto Metropolitan University,Ontario,Project Grant,201909PJT,Cancer Biology & Therapeutics,The role of ROCK1 cleavage during apoptosis in liver homeostasis and cancer,"$979,200",$0,,,5 yrs 0 mth 
"Post, Martin",Hospital for Sick Children (Toronto),Ontario,Project Grant,202309PJT,Cancer Biology & Therapeutics,Lung cancer therapy using genetically modified macrophages,"$979,200",$0,,,5 yrs 0 mth 
"Stein, Lincoln","Ontario Institute for Cancer Research (Toronto, Ontario)",Ontario,Project Grant,202309PJT,Cancer Progression & Therapeutics,Identifying Cancer Tissue of Origin using Plasma Whole Genome Sequencing,"$979,200",$0,,,4 yrs 0 mth 
"Velenosi, Thomas J",University of British Columbia,British Columbia,Project Grant,202403PJT,Cancer Progression & Therapeutics 2,Characterizing diacetylspermine as a biomarker of drug response and precision treatment in triple-negative breast cancer,"$979,200",$0,,,5 yrs 0 mth 
"Wright, Gerard D; Miller, Matthew S; Tyers, Michael D",McMaster University,Ontario,Operating Grant: COVID-19 - Therapeutics,202002OV3,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,Targeting genetic and chemical vulnerabilities of novel coronavirus SARS-CoV-2,"$982,704",$0,,,2 yrs 0 mth 
"Jay-Gerin, Jean-Paul; Azzam, Edouard; Buonanno, Manuela; Wagner, James R",Université de Sherbrooke,Quebec,Project Grant,202403PJT,Medical Physics & Imaging,Investigating the 'FLASH' effect: Mechanistic studies of the chemical and biological impact of ultra-high dose-rate radiation.,"$983,024",$0,,,4 yrs 0 mth 
"Koropatnick, James",London Health Sciences Centre Res. Inc. (Ont.),Ontario,Project Grant,201709PJT,Cancer Biology & Therapeutics,Inducing Mismatch Repair Deficiency in Cancer Cells for Therapeutic Benefit,"$983,025",$0,,,5 yrs 0 mth 
"Nelson, Brad H",University of British Columbia,British Columbia,Project Grant,202209PJT,Cancer Biology & Therapeutics,Deciphering the Hottest Immune Neighbourhoods in Ovarian Cancer to Advance Immunotherapy,"$983,025",$0,,,5 yrs 0 mth 
"Pearson, Joel",University of Manitoba,Manitoba,Project Grant,202309PJT,Cancer Progression & Therapeutics 2,Identifying strategies to therapeutically target the unique epigenetic landscape of small cell lung cancer,"$983,025",$0,,,5 yrs 0 mth 
"Klein Geltink, Ramon",University of British Columbia,British Columbia,Project Grant,202303PJT,Cancer Biology & Therapeutics,Glucose restriction-mediated changes to mitochondria as a driver of anti-tumour CD8+ T cell function.,"$983,026",$0,,,5 yrs 0 mth 
"Vizeacoumar, Franco J; Freywald, Andrew",University of Saskatchewan,Saskatchewan,Project Grant,202104PJT,Cancer Progression & Therapeutics,Identification of therapeutically relevant targets in telomerase overexpressing prostate cancers,"$983,026",$0,,,5 yrs 0 mth 
"Lok, Benjamin; Raught, Brian",University Health Network (Toronto),Ontario,Project Grant,201909PJT,Cancer Progression & Therapeutics,The SCF(FBXO11) - XAB2 axis mediates DNA repair and therapeutic resistance in small cell lung cancer,"$984,555",$0,,,5 yrs 0 mth 
"Azad, Taha",Université de Sherbrooke,Quebec,Project Grant,202303PJT,Cancer Biology & Therapeutics,Bioengineering viruses to create safer and more effective oncolytic viruses,"$986,850",$0,,,5 yrs 0 mth 
"Huang, Annie",Hospital for Sick Children (Toronto),Ontario,Operating Grant,201403MOP,Cancer Progression & Therapeutics 2,Delineating transforming pathways in childhood primitive neuro-ectodermal brain tumours,"$990,596",$0,,,5 yrs 0 mth 
"Charron, Frederic",Institut de recherches cliniques de Montréal,Quebec,Project Grant,202109PJT,Cancer Progression & Therapeutics 2,Investigation of a novel tumor suppressor mechanism in medulloblastoma,"$990,675",$0,,,5 yrs 0 mth 
"Nichols, Anthony C",Western University (Ontario),Ontario,Project Grant,202209PJT,Cancer Progression & Therapeutics,Targeted and immuno-therapy to overcome innate and acquired resistance in aggressive MAPK-addicted cancers.,"$990,675",$0,,,5 yrs 0 mth 
"Watson, Ian R",McGill University,Quebec,Project Grant,202109PJT,Cancer Progression & Therapeutics,Defining the distinct roles of MAPK pathway mutations in immune and targeted therapy response in melanoma,"$990,675",$0,,,5 yrs 0 mth 
"Haigh, Jody J",University of Manitoba,Manitoba,Project Grant,201903PJT,Cancer Biology & Therapeutics 2,EMT Transcription factor corruption of epigenetic regulators in Acute Myeloid Leukemia,"$990,676",$0,,,5 yrs 0 mth 
"Pugh, Trevor J; Tiedemann, Rodger; Trudel, Suzanne M",University Health Network (Toronto),Ontario,Project Grant,202010PJT,Cancer Progression & Therapeutics,Understanding inevitable relapse of multiple myeloma following highly-effective anti-BCMA treatment,"$990,676",$0,,,4 yrs 0 mth 
"Rost, Hannes L",University of Toronto,Ontario,Project Grant,202303PJT,Cancer Biology & Therapeutics,Targeting the metabolomic mechanisms underlying poor prognosis in Glioblastoma multiforme cancer stem cells.,"$990,676",$0,,,5 yrs 0 mth 
"Moroy, Tarik",Institut de recherches cliniques de Montréal,Quebec,Project Grant,202209PJT,Cancer Biology & Therapeutics,Therapeutic potential of the long non-coding RNA ELDR for the Acute Myeloid Leukemia subtype M5 with t(9;11) translocations,"$992,014",$0,,,5 yrs 0 mth 
"Mushahwar, Vivian",University of Alberta,Alberta,Operating Grant,201309MOP,Biomedical Engineering,Patterned electrical stimulation of the arms and legs to improve walking after spinal cord injury,"$994,127",$0,,,5 yrs 0 mth 
"Gorski, Sharon M","Simon Fraser University (Burnaby, B.C.)",British Columbia,Project Grant,202403PJT,Cancer Progression & Therapeutics,Targeting adaptive autophagy to enhance treatment response in pancreatic cancer,"$994,500",$0,,,5 yrs 0 mth 
